hospital_name,hospital_type,star_rating,readmit_success_count,readmit_fail_count,community_income,community_population
FORREST CITY MEDICAL CENTER,Acute Care Hospitals,2,0,1,34713.0,19523.0
GREAT RIVER MEDICAL CENTER,Acute Care Hospitals,1,0,2,39806.0,22683.0
BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,Acute Care Hospitals,4,0,0,39577.0,23610.0
HELENA REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,0,0,24224.0,5422.0
OAK VALLEY HOSPITAL DISTRICT,Acute Care Hospitals,2,0,1,59827.0,34140.0
COMMUNITY HOSPITAL OF HUNTINGTON PARK,Acute Care Hospitals,2,0,0,40325.0,75636.0
EAST LOS ANGELES DOCTORS HOSPITAL,Acute Care Hospitals,2,0,3,40225.0,47229.0
ADVENTIST HEALTH HOWARD MEMORIAL,Critical Access Hospitals,5,2,0,42326.0,12655.0
NORTHERN INYO HOSPITAL,Critical Access Hospitals,2,1,0,55208.0,14574.0
MENDOCINO COAST DISTRICT HOSPITAL,Critical Access Hospitals,3,1,0,46366.0,14489.0
"TY COBB REGIONAL MEDICAL CENTER, LLC",Acute Care Hospitals,3,0,0,43986.0,7907.0
BARROW REGIONAL MEDICAL CENTER,Acute Care Hospitals,2,0,0,53263.0,42196.0
DORMINY MEDICAL CENTER,Acute Care Hospitals,2,0,0,34111.0,18539.0
EMANUEL MEDICAL CENTER,Acute Care Hospitals,4,0,0,33677.0,13373.0
CASSIA REGIONAL HOSPITAL,Critical Access Hospitals,2,0,0,45968.0,17044.0
RED BUD REGIONAL HOSPITAL,Critical Access Hospitals,4,0,0,60651.0,6603.0
WOODLAWN HOSPITAL,Critical Access Hospitals,4,1,0,47698.0,14491.0
SAINT JOHN HOSPITAL,Acute Care Hospitals,5,0,0,60208.0,36145.0
CLARA BARTON HOSPITAL,Critical Access Hospitals,3,1,0,49119.0,3045.0
LOGAN MEMORIAL HOSPITAL,Acute Care Hospitals,4,0,0,37509.0,14195.0
THE MEDICAL CENTER AT ALBANY,Acute Care Hospitals,2,0,0,31130.0,10182.0
KENTUCKY RIVER MEDICAL CENTER,Acute Care Hospitals,2,0,1,26697.0,10956.0
WEST CARROLL MEMORIAL HOSPITAL,Acute Care Hospitals,1,0,0,39563.0,8188.0
CLAIBORNE MEMORIAL MEDICAL CENTER,Acute Care Hospitals,3,0,0,25831.0,9286.0
MOREHOUSE GENERAL HOSPITAL,Acute Care Hospitals,2,0,0,31287.0,22382.0
ST BERNARD PARISH HOSPITAL,Acute Care Hospitals,3,1,0,43590.0,22907.0
MILLINOCKET REGIONAL HOSPITAL,Critical Access Hospitals,4,0,0,33266.0,4768.0
NORTHERN LIGHT MAYO HOSPITAL,Critical Access Hospitals,3,1,0,43395.0,4574.0
RIVERWOOD HEALTHCARE CENTER,Critical Access Hospitals,3,0,0,48450.0,8785.0
BAPTIST MEMORIAL HOSPITAL BOONEVILLE,Acute Care Hospitals,5,1,0,31915.0,18969.0
WAYNE GENERAL HOSPITAL,Acute Care Hospitals,2,0,0,36576.0,15135.0
MARION GENERAL HOSPITAL,Acute Care Hospitals,2,1,0,30991.0,16840.0
SOUTH SUNFLOWER COUNTY HOSPITAL,Acute Care Hospitals,2,0,0,28217.0,10884.0
MAGEE GENERAL HOSPITAL,Acute Care Hospitals,2,0,1,32909.0,9512.0
PANOLA MEDICAL CENTER,Acute Care Hospitals,2,0,0,41342.0,15109.0
CENTRAL MONTANA MEDICAL CENTER,Critical Access Hospitals,5,2,0,46646.0,9037.0
CHI HEALTH NEBRASKA HEART,Acute Care Hospitals,3,1,0,111296.0,6399.0
NEW LONDON HOSPITAL,Critical Access Hospitals,3,0,0,73068.0,4711.0
WYOMING COUNTY COMMUNITY HOSPITAL,Acute Care Hospitals,2,0,2,55994.0,5998.0
MONTEFIORE MOUNT VERNON HOSPITAL,Acute Care Hospitals,1,0,1,43900.0,37014.0
VIDANT DUPLIN HOSPITAL,Acute Care Hospitals,3,0,0,37169.0,3094.0
PERSON MEMORIAL HOSPITAL,Acute Care Hospitals,2,0,0,28076.0,11203.0
COSHOCTON REGIONAL MEDICAL CENTER,Acute Care Hospitals,4,0,0,39231.0,18582.0
HOLZER MEDICAL CENTER JACKSON,Critical Access Hospitals,4,1,0,42488.0,16093.0
MUSCOGEE (CREEK) NATION MEDICAL CENTER,Acute Care Hospitals,3,0,0,33356.0,16604.0
PEACE HARBOR MEDICAL CENTER,Critical Access Hospitals,4,1,0,38757.0,14222.0
ADVENTIST HEALTH TILLAMOOK,Critical Access Hospitals,3,1,0,46081.0,13529.0
SUNBURY COMMUNITY HOSPITAL,Acute Care Hospitals,4,1,0,43742.0,16139.0
WASHINGTON HEALTH SYSTEM GREENE,Acute Care Hospitals,3,0,0,56122.0,14889.0
HIGHLANDS HOSPITAL,Acute Care Hospitals,3,0,0,38654.0,19139.0
LAKE CITY COMMUNITY HOSPITAL,Acute Care Hospitals,2,0,0,31731.0,13546.0
AVERA HEART HOSPITAL OF SOUTH DAKOTA,Acute Care Hospitals,5,2,0,94094.0,21402.0
BAPTIST MEMORIAL HOSPITAL - CARROLL COUNTY,Acute Care Hospitals,2,0,1,39471.0,8065.0
HAWKINS COUNTY MEMORIAL HOSPITAL,Acute Care Hospitals,3,0,0,32996.0,20015.0
CLAIBORNE MEDICAL CENTER,Acute Care Hospitals,2,0,0,36402.0,10882.0
PARKVIEW REGIONAL HOSPITAL,Acute Care Hospitals,4,0,0,40760.0,11261.0
EASTLAND MEMORIAL HOSPITAL,Acute Care Hospitals,3,1,0,31330.0,5224.0
GIFFORD MEDICAL CENTER,Critical Access Hospitals,3,1,0,54485.0,4546.0
NORTHEASTERN VERMONT REGIONAL HOSPITAL,Critical Access Hospitals,3,1,0,44375.0,9394.0
RUSSELL COUNTY HOSPITAL,Acute Care Hospitals,3,0,1,47540.0,9322.0
CENTRA BEDFORD MEMORIAL HOSPITAL,Acute Care Hospitals,3,1,0,49769.0,20009.0
BON SECOURS SOUTHERN VIRGINIA MEDICAL CENTER,Acute Care Hospitals,2,0,0,33708.0,15145.0
BUCHANAN GENERAL HOSPITAL,Acute Care Hospitals,3,0,1,34347.0,7237.0
STONESPRINGS HOSPITAL CENTER,Acute Care Hospitals,3,0,0,98979.0,10032.0
ASTRIA TOPPENISH HOSPITAL,Acute Care Hospitals,3,0,0,43106.0,13067.0
PROSSER MEMORIAL HOSPITAL,Critical Access Hospitals,3,0,0,56713.0,13802.0
COLUMBUS COMMUNITY HOSPITAL,Critical Access Hospitals,3,0,0,66218.0,7916.0
DOOR COUNTRY MEDICAL CENTER,Critical Access Hospitals,4,1,0,54777.0,16606.0
MIZELL MEMORIAL HOSPITAL,Acute Care Hospitals,2,0,0,34183.0,9647.0
NORTHWEST MEDICAL CENTER,Acute Care Hospitals,3,0,0,37239.0,7041.0
ST VINCENT'S ST CLAIR,Acute Care Hospitals,3,0,0,40700.0,10422.0
SHOALS HOSPITAL,Acute Care Hospitals,3,0,0,52331.0,17170.0
MAD RIVER COMMUNITY HOSPITAL,Acute Care Hospitals,3,1,0,34352.0,21311.0
BARSTOW COMMUNITY HOSPITAL,Acute Care Hospitals,2,1,0,41757.0,33938.0
CHINESE HOSPITAL,Acute Care Hospitals,3,1,0,66422.0,26942.0
MEMORIAL HOSPITAL LOS BANOS,Acute Care Hospitals,2,0,0,46967.0,40550.0
LA PALMA INTERCOMMUNITY HOSPITAL,Acute Care Hospitals,3,0,0,91131.0,15882.0
DODGE COUNTY HOSPITAL,Acute Care Hospitals,2,0,0,35198.0,14204.0
GRADY GENERAL HOSPITAL,Acute Care Hospitals,3,0,1,37015.0,14767.0
MEMORIAL HOSPITAL AND MANOR,Acute Care Hospitals,2,0,0,41786.0,10564.0
WAHIAWA GENERAL HOSPITAL,Acute Care Hospitals,3,1,1,59284.0,44719.0
CARLE RICHLAND MEMORIAL HOSPITAL,Acute Care Hospitals,2,0,0,43484.0,12317.0
WESTLAKE HOSPITAL,Acute Care Hospitals,3,0,1,47759.0,25559.0
HAMMOND HENRY HOSPITAL,Critical Access Hospitals,3,1,0,66824.0,11169.0
PARKVIEW WHITLEY HOSPITAL,Acute Care Hospitals,4,0,0,56953.0,22838.0
TRINITY MUSCATINE,Acute Care Hospitals,4,1,0,55714.0,30401.0
MCPHERSON HOSPITAL,Acute Care Hospitals,3,0,0,56143.0,15224.0
MANCHESTER MEMORIAL HOSPITAL,Acute Care Hospitals,3,0,1,24739.0,18403.0
PAUL B HALL REGIONAL MEDICAL CENTER,Acute Care Hospitals,2,0,0,38829.0,6960.0
THREE RIVERS MEDICAL CENTER,Acute Care Hospitals,3,0,0,31523.0,12086.0
OUR LADY OF THE ANGELS HOSPITAL,Acute Care Hospitals,3,0,0,30836.0,19258.0
LINCOLNHEALTH,Critical Access Hospitals,4,1,0,54671.0,2016.0
BRONSON SOUTH HAVEN HOSPITAL,Acute Care Hospitals,3,0,0,43812.0,13958.0
SPECTRUM HEALTH BIG RAPIDS HOSPITAL,Acute Care Hospitals,3,1,0,40219.0,20653.0
ASCENSION RIVER DISTRICT HOSPITAL,Acute Care Hospitals,3,0,0,66699.0,7195.0
BRONSON LAKEVIEW HOSPITAL,Critical Access Hospitals,3,0,0,58471.0,13359.0
MERIT HEALTH MADISON,Acute Care Hospitals,3,0,0,46519.0,27592.0
DELTA HEALTH-NORTHWEST REGIONAL,Acute Care Hospitals,2,0,0,30721.0,18889.0
CROSSGATES RIVER OAKS HOSPITAL,Acute Care Hospitals,1,0,0,68002.0,37582.0
OCHSNER MEDICAL CENTER-HANCOCK,Acute Care Hospitals,4,0,0,40740.0,17439.0
METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,Acute Care Hospitals,4,0,0,74385.0,50990.0
BATES COUNTY MEMORIAL HOSPITAL,Acute Care Hospitals,4,0,0,39383.0,6559.0
NEVADA REGIONAL MEDICAL CENTER,Acute Care Hospitals,4,1,0,41680.0,13864.0
NORTH VALLEY HOSPITAL,Critical Access Hospitals,4,0,0,57965.0,13656.0
AVERA ST ANTHONY'S HOSPITAL,Critical Access Hospitals,1,0,1,51990.0,4723.0
ALICE PECK DAY MEMORIAL HOSPITAL,Critical Access Hospitals,5,0,0,67597.0,9275.0
SALEM MEDICAL CENTER,Acute Care Hospitals,2,1,0,42357.0,10353.0
HUDSON REGIONAL HOSPITAL,Acute Care Hospitals,1,0,4,99883.0,19279.0
ALTA VISTA REGIONAL HOSPITAL,Acute Care Hospitals,3,0,0,28023.0,19168.0
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,Acute Care Hospitals,1,1,0,42325.0,23878.0
"ROME MEMORIAL HOSPITAL, INC",Acute Care Hospitals,2,0,2,51580.0,42295.0
MADISON HEALTH,Acute Care Hospitals,2,0,1,63829.0,24459.0
UH CONNEAUT MEDICAL CENTER,Critical Access Hospitals,5,1,0,42428.0,15911.0
"HENRY COUNTY HOSPITAL, INC",Critical Access Hospitals,3,0,0,57092.0,14208.0
GRADY MEMORIAL HOSPITAL,Acute Care Hospitals,3,1,0,43893.0,20033.0
WAGONER COMMUNITY HOSPITAL,Acute Care Hospitals,2,0,1,40429.0,15226.0
LOWER BUCKS HOSPITAL,Acute Care Hospitals,2,0,0,47702.0,20851.0
PUNXSUTAWNEY AREA HOSPITAL,Acute Care Hospitals,3,2,0,42577.0,14435.0
EXCELA HEALTH - FRICK HOSPITAL,Acute Care Hospitals,3,0,0,52365.0,16302.0
JENNERSVILLE HOSPITAL,Acute Care Hospitals,2,0,0,80363.0,14062.0
ROXBOROUGH MEMORIAL HOSPITAL,Acute Care Hospitals,3,0,0,67530.0,37550.0
MCLEOD MEDICAL CENTER - DILLON,Acute Care Hospitals,2,0,1,30596.0,16879.0
MUSC HEALTH CHESTER MEDICAL CENTER,Acute Care Hospitals,3,0,1,33092.0,18664.0
CHEROKEE MEDICAL CENTER,Acute Care Hospitals,2,0,0,33011.0,22388.0
MUSC HEALTH MARION MEDICAL CENTER,Acute Care Hospitals,2,0,1,29052.0,11889.0
COASTAL CAROLINA HOSPITAL,Acute Care Hospitals,3,1,0,40189.0,9445.0
MCLEOD HEALTH CLARENDON,Acute Care Hospitals,3,0,0,36365.0,17518.0
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,Acute Care Hospitals,3,1,0,39462.0,21689.0
LIVINGSTON REGIONAL HOSPITAL,Acute Care Hospitals,4,3,0,35171.0,9256.0
ROLLING PLAINS MEMORIAL HOSPITAL,Acute Care Hospitals,3,1,0,40998.0,12915.0
NORTH TEXAS MEDICAL CENTER,Acute Care Hospitals,2,0,1,56886.0,27123.0
VAL VERDE REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,1,0,44659.0,48317.0
CHRISTUS SPOHN HOSPITAL KLEBERG,Acute Care Hospitals,2,0,3,41076.0,29963.0
BAYLOR SCOTT & WHITE MEDICAL CENTER - BRENHAM,Acute Care Hospitals,4,0,0,54721.0,29060.0
MEMORIAL HOSPITAL,Acute Care Hospitals,3,0,0,48507.0,12341.0
TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,Acute Care Hospitals,2,0,1,60770.0,27714.0
CHRISTUS SPOHN HOSPITAL ALICE,Acute Care Hospitals,3,0,0,41112.0,28641.0
WARREN MEMORIAL HOSPITAL,Acute Care Hospitals,2,0,0,61819.0,32165.0
CARILION FRANKLIN MEMORIAL HOSPITAL,Acute Care Hospitals,1,0,0,44778.0,19788.0
CARILION GILES COMMUNITY HOSPITAL,Critical Access Hospitals,3,0,0,51348.0,4878.0
MASON GENERAL HOSPITAL & FAMILY OF CLINICS,Critical Access Hospitals,2,1,1,51183.0,37055.0
GRANT MEMORIAL HOSPITAL,Critical Access Hospitals,4,0,1,38167.0,6173.0
HCA HOUSTON HEALTHCARE PEARLAND,Acute Care Hospitals,2,0,1,106162.0,87121.0
D W MCMILLAN MEMORIAL HOSPITAL,Acute Care Hospitals,2,0,0,35331.0,15238.0
WHITFIELD REGIONAL HOSPITAL,Acute Care Hospitals,2,0,1,27377.0,8101.0
PEACEHEALTH KETCHIKAN MEDICAL CENTER,Critical Access Hospitals,3,0,0,67321.0,13768.0
FIVE RIVERS MEDICAL CENTER,Acute Care Hospitals,3,0,0,36473.0,12396.0
DREW MEMORIAL HOSPITAL,Acute Care Hospitals,2,0,0,36235.0,15106.0
BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS,Critical Access Hospitals,2,1,0,43609.0,12139.0
FAIRCHILD MEDICAL CENTER,Critical Access Hospitals,1,2,0,35443.0,9726.0
PROVIDENCE REDWOOD MEMORIAL HOSPITAL,Critical Access Hospitals,4,0,0,46527.0,14001.0
TAHOE FOREST HOSPITAL,Critical Access Hospitals,2,0,0,89091.0,18369.0
SUTTER LAKESIDE HOSPITAL,Critical Access Hospitals,3,1,0,44533.0,10717.0
DOCTORS MEMORIAL HOSPITAL INC,Acute Care Hospitals,2,0,0,34662.0,12612.0
ADVENTHEALTH DADE CITY,Acute Care Hospitals,2,1,0,50654.0,19867.0
TANNER MEDICAL CENTER VILLA RICA,Acute Care Hospitals,2,0,2,58454.0,36823.0
ST. MARY'S GOOD SAMARITAN HOSPITAL,Critical Access Hospitals,2,1,0,50566.0,11449.0
ST LUKE'S NAMPA MEDICAL CENTER,Acute Care Hospitals,4,1,0,49712.0,32449.0
BINGHAM MEMORIAL HOSPITAL,Critical Access Hospitals,2,1,0,51326.0,26646.0
GRITMAN MEDICAL CENTER,Critical Access Hospitals,3,0,0,37364.0,26335.0
BONNER GENERAL HOSPITAL,Critical Access Hospitals,2,0,0,48351.0,18071.0
JERSEY COMMUNITY HOSPITAL,Acute Care Hospitals,3,0,0,51779.0,12464.0
THOREK MEMORIAL HOSPITAL,Acute Care Hospitals,2,0,2,79565.0,50553.0
IROQUOIS MEMORIAL HOSPITAL,Acute Care Hospitals,1,1,0,38290.0,7034.0
ST JOSEPH'S HOSPITAL,Critical Access Hospitals,3,1,0,62677.0,15520.0
TAYLORVILLE MEMORIAL HOSPITAL,Critical Access Hospitals,2,0,1,49079.0,16094.0
INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC,Critical Access Hospitals,5,1,0,53268.0,9084.0
CAMERON MEMORIAL COMMUNITY HOSPITAL INC,Critical Access Hospitals,3,0,0,49493.0,17802.0
ADAMS MEMORIAL HOSPITAL,Critical Access Hospitals,2,0,0,49708.0,18984.0
CASS COUNTY MEMORIAL HOSPITAL,Critical Access Hospitals,4,0,0,43538.0,8173.0
MIAMI COUNTY MEDICAL CENTER,Acute Care Hospitals,4,0,0,60610.0,12465.0
SAINT LUKE'S CUSHING HOSPITAL,Acute Care Hospitals,4,0,0,60208.0,36145.0
NEWMAN REGIONAL HEALTH,Critical Access Hospitals,3,0,0,40020.0,28281.0
SPRING VIEW HOSPITAL,Acute Care Hospitals,2,1,0,37911.0,12779.0
HARRISON MEMORIAL HOSPITAL,Acute Care Hospitals,2,0,0,45390.0,15960.0
SAVOY MEDICAL CENTER,Acute Care Hospitals,4,0,0,31175.0,5583.0
CALAIS REGIONAL HOSPITAL,Critical Access Hospitals,3,0,0,34845.0,3018.0
DOWN EAST COMMUNITY HOSPITAL,Critical Access Hospitals,3,0,0,38232.0,3239.0
STURGIS HOSPITAL,Acute Care Hospitals,3,0,0,44455.0,19534.0
MIDMICHIGAN MEDICAL CENTER-CLARE,Acute Care Hospitals,3,0,0,47048.0,8662.0
SPARROW CARSON HOSPITAL,Acute Care Hospitals,3,1,0,39235.0,5305.0
ASPIRUS KEWEENAW HOSPITAL AND CLINICS,Critical Access Hospitals,3,1,0,36006.0,6869.0
BELL HOSPITAL,Critical Access Hospitals,4,2,0,48381.0,12599.0
SPECTRUM HEALTH GERBER MEMORIAL,Critical Access Hospitals,4,2,0,54277.0,11249.0
REGINA HOSPITAL,Acute Care Hospitals,4,0,0,71893.0,29960.0
WELIA HEALTH,Critical Access Hospitals,4,1,0,47980.0,9635.0
CASS REGIONAL MEDICAL CENTER,Critical Access Hospitals,3,1,0,50570.0,14275.0
MISSOURI BAPTIST SULLIVAN HOSPITAL,Critical Access Hospitals,4,0,0,42002.0,13220.0
COMMUNITY HOSPITAL OF ANACONDA,Critical Access Hospitals,4,1,0,41814.0,8942.0
HOLY ROSARY HEALTHCARE,Critical Access Hospitals,3,0,0,53098.0,11560.0
CHI HEALTH MIDLANDS,Acute Care Hospitals,4,1,0,88151.0,27681.0
"BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC",Critical Access Hospitals,2,0,0,48393.0,13760.0
"MEMORIAL HOSPITAL, THE",Critical Access Hospitals,2,0,0,59442.0,4299.0
LOS ALAMOS MEDICAL CENTER,Acute Care Hospitals,3,0,0,110190.0,18031.0
CARLSBAD MEDICAL CENTER,Acute Care Hospitals,1,0,0,63446.0,35488.0
COVENANT HEALTH HOBBS HOSPITAL,Acute Care Hospitals,2,1,0,57901.0,40188.0
HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,Critical Access Hospitals,3,0,0,35145.0,11830.0
BON SECOURS COMMUNITY HOSPITAL,Acute Care Hospitals,2,0,1,52333.0,14201.0
"COMMUNITY MEMORIAL HOSPITAL, INC",Critical Access Hospitals,3,0,1,75690.0,6210.0
ST LUKES HOSPITAL,Critical Access Hospitals,4,1,0,46552.0,6809.0
POMERENE HOSPITAL,Acute Care Hospitals,4,1,0,58802.0,20892.0
MERCY ALLEN HOSPITAL,Critical Access Hospitals,3,0,0,57264.0,11430.0
ALLIANCEHEALTH WOODWARD,Acute Care Hospitals,3,1,0,55838.0,15289.0
HILLCREST HOSPITAL PRYOR,Acute Care Hospitals,3,1,0,47326.0,16465.0
PROVIDENCE SEASIDE HOSPITAL,Critical Access Hospitals,4,1,0,43240.0,10073.0
GRANDE RONDE HOSPITAL,Critical Access Hospitals,3,2,0,44561.0,16975.0
"NASON MEDICAL CENTER, LLC",Acute Care Hospitals,2,0,1,50188.0,5385.0
UPMC KANE,Acute Care Hospitals,4,0,0,45741.0,5847.0
WELLSPAN WAYNESBORO HOSPITAL,Acute Care Hospitals,4,0,0,54093.0,29386.0
UPMC COLE,Critical Access Hospitals,2,0,0,47804.0,6043.0
PENN HIGHLANDS ELK,Critical Access Hospitals,2,0,0,49279.0,12733.0
MONUMENT HEALTH SPEARFISH HOSPITAL,Acute Care Hospitals,3,0,0,46803.0,15273.0
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,Acute Care Hospitals,4,1,0,43763.0,17305.0
VOLUNTEER COMMUNITY HOSPITAL,Acute Care Hospitals,3,0,0,36265.0,15933.0
GRAHAM REGIONAL MEDICAL CENTER,Acute Care Hospitals,4,0,0,49946.0,12885.0
CONNALLY MEMORIAL MEDICAL CENTER,Acute Care Hospitals,4,0,0,64631.0,22409.0
CHILDRESS REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,0,0,40714.0,7066.0
MATAGORDA REGIONAL MEDICAL CENTER,Acute Care Hospitals,2,0,0,46104.0,23369.0
THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,Acute Care Hospitals,4,1,0,37247.0,7709.0
"PORTER HOSPITAL, INC",Critical Access Hospitals,3,0,0,60368.0,10454.0
SHENANDOAH MEMORIAL HOSPITAL,Critical Access Hospitals,2,1,0,46493.0,8882.0
JEFFERSON HEALTHCARE,Critical Access Hospitals,4,2,0,52410.0,15473.0
PULLMAN REGIONAL HOSPITAL,Critical Access Hospitals,4,1,0,32721.0,33998.0
KITTITAS VALLEY COMMUNITY HOSPITAL,Critical Access Hospitals,4,1,0,51473.0,32367.0
ST ELIZABETH HOSPITAL,Critical Access Hospitals,3,1,0,65296.0,21537.0
FAIRMONT REGIONAL MEDICAL CENTER,Acute Care Hospitals,2,0,0,49012.0,42090.0
PLATEAU MEDICAL CENTER,Critical Access Hospitals,3,2,0,35881.0,11325.0
JEFFERSON MEDICAL CENTER,Critical Access Hospitals,2,1,0,54817.0,6511.0
SAUK PRAIRIE HOSPITAL,Acute Care Hospitals,4,0,0,67034.0,6418.0
BLACK RIVER MEMORIAL HOSPITAL,Critical Access Hospitals,2,0,0,51943.0,10767.0
RICHLAND HOSPITAL,Critical Access Hospitals,3,0,1,47500.0,10193.0
WESTFIELDS HOSPITAL AND CLINIC,Critical Access Hospitals,4,0,0,69575.0,17229.0
MERCY WALWORTH HOSPITAL & MEDICAL CENTER,Critical Access Hospitals,3,1,0,60943.0,16797.0
EVANSTON REGIONAL HOSPITAL,Acute Care Hospitals,3,1,0,50829.0,14589.0
ST MARKS MEDICAL CENTER,Acute Care Hospitals,2,0,0,64063.0,10107.0
MARK TWAIN MEDICAL CENTER,Critical Access Hospitals,2,0,0,37034.0,4918.0
JOHNSON MEMORIAL HOSPITAL,Acute Care Hospitals,3,0,1,72500.0,12648.0
DAVIESS COMMUNITY HOSPITAL,Acute Care Hospitals,3,1,0,44903.0,17796.0
MEMORIAL HOSPITAL,Acute Care Hospitals,2,1,0,42191.0,28020.0
MONROE HOSPITAL,Acute Care Hospitals,4,0,0,49891.0,33052.0
INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL,Critical Access Hospitals,5,0,0,47011.0,27421.0
GRINNELL REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,1,0,48635.0,11442.0
FRANKLIN MEMORIAL HOSPITAL,Acute Care Hospitals,4,1,0,40439.0,9687.0
NORTHERN MAINE MEDICAL CENTER,Acute Care Hospitals,2,0,1,41070.0,4665.0
REDINGTON FAIRVIEW GENERAL HOSPITAL,Critical Access Hospitals,5,2,0,35884.0,9721.0
MARTHA'S VINEYARD HOSPITAL INC,Critical Access Hospitals,4,1,0,66091.0,4675.0
CLAY COUNTY MEDICAL CORPORATION,Acute Care Hospitals,2,1,0,32788.0,15997.0
FITZGIBBON MEMORIAL HOSPITAL,Acute Care Hospitals,3,0,0,42140.0,15798.0
PHELPS MEMORIAL HEALTH CENTER,Critical Access Hospitals,4,0,0,53114.0,6370.0
LITTLETON REGIONAL HEALTHCARE,Critical Access Hospitals,2,0,0,39504.0,5916.0
CLIFTON SPRINGS HOSPITAL AND CLINIC,Acute Care Hospitals,3,0,1,59006.0,6142.0
PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL,Critical Access Hospitals,2,0,1,57655.0,19132.0
UPMC BEDFORD MEMORIAL,Acute Care Hospitals,2,0,0,46825.0,8039.0
ST LUKE'S MINERS MEMORIAL HOSPITAL,Acute Care Hospitals,4,0,1,33944.0,2208.0
HURON REGIONAL MEDICAL CENTER,Critical Access Hospitals,2,0,0,47047.0,15312.0
HARDIN MEDICAL CENTER,Acute Care Hospitals,3,1,1,39048.0,17365.0
MEMORIAL HOSPITAL SWEETWATER COUNTY,Acute Care Hospitals,2,0,0,72633.0,29573.0
SUTTER COAST HOSPITAL,Acute Care Hospitals,2,1,0,41882.0,23092.0
STERLING REGIONAL MEDCENTER,Acute Care Hospitals,2,0,0,42392.0,17577.0
MERCYONE NEWTON MEDICAL CENTER,Acute Care Hospitals,3,2,0,51837.0,20716.0
MONTGOMERY COUNTY MEMORIAL HOSPITAL,Critical Access Hospitals,3,0,0,39365.0,6511.0
BUENA VISTA REGIONAL MEDICAL CENTER,Critical Access Hospitals,2,0,0,51835.0,12747.0
STEPHENS MEMORIAL HOSPITAL,Critical Access Hospitals,4,0,0,41034.0,4968.0
THREE RIVERS HEALTH,Acute Care Hospitals,3,0,0,49535.0,18068.0
NEW ULM MEDICAL CENTER,Critical Access Hospitals,3,1,0,58843.0,16519.0
PERRY COUNTY MEMORIAL HOSPITAL,Critical Access Hospitals,1,0,0,54123.0,16661.0
GREAT FALLS CLINIC HOSPITAL,Acute Care Hospitals,5,1,0,42756.0,31381.0
COMMUNITY HOSPITAL,Critical Access Hospitals,2,1,0,41386.0,9030.0
BANNER CHURCHILL COMMUNITY HOSPITAL,Critical Access Hospitals,3,0,0,46991.0,23989.0
MONADNOCK COMMUNITY HOSPITAL,Critical Access Hospitals,3,0,1,77688.0,6790.0
VIDANT CHOWAN HOSPITAL,Critical Access Hospitals,4,0,0,41162.0,12246.0
"THE OUTER BANKS HOSPITAL, INC",Critical Access Hospitals,3,2,0,56719.0,2868.0
MURPHY MEDICAL CENTER INC,Critical Access Hospitals,3,0,0,39216.0,19088.0
CHI ST ALEXIUS HEALTH WILLISTON,Critical Access Hospitals,2,0,0,91679.0,29330.0
MAGRUDER HOSPITAL,Critical Access Hospitals,4,1,0,49910.0,13600.0
PROMEDICA DEFIANCE REGIONAL HOSPITAL,Critical Access Hospitals,2,0,0,53520.0,27691.0
CLARION HOSPITAL,Acute Care Hospitals,2,0,0,33656.0,9679.0
RIVERSIDE SHORE MEMORIAL HOSPITAL,Acute Care Hospitals,3,1,0,49375.0,2980.0
RAPPAHANNOCK GENERAL HOSPITAL,Critical Access Hospitals,2,0,0,42352.0,2961.0
TRI-STATE MEMORIAL HOSPITAL,Critical Access Hospitals,1,1,0,47023.0,20415.0
WHIDBEYHEALTH MEDICAL CENTER,Critical Access Hospitals,2,1,0,64412.0,7105.0
MILE BLUFF MEDICAL CENTER,Acute Care Hospitals,3,2,0,48117.0,8101.0
SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN,Acute Care Hospitals,2,0,0,43682.0,15033.0
MARSHFIELD MEDICAL CENTER - EAU CLAIRE,Acute Care Hospitals,3,0,0,52861.0,40306.0
ARKANSAS SURGICAL HOSPITAL,Acute Care Hospitals,5,2,0,43679.0,20988.0
CRYSTAL CLINIC ORTHOPAEDIC CENTER,Acute Care Hospitals,5,1,0,34277.0,24838.0
HOSPITAL DE LA CONCEPCION,Acute Care Hospitals,2,0,0,15043.0,31627.0
